movie_title;imdb_id;title_year;duration;imdb_score;num_voted_users;director_name;actor_1_name;actor_2_name;actor_3_name;country;language;content_rating;genre_1;genre_2;genre_3;budget;gross;movie_facebook_likes;decade;profit;roi_pct;categorie_note
Hackers ;tt0113243;1995;107;6,2;54650;Iain Softley;Angelina Jolie Pitt;Fisher Stevens;Lorraine Bracco;USA;English;PG-13;Comedy;Crime;Drama;20000000,0;7564000,0;12000;1990;-12436000,0;-62,2;Moyen (6-7)
The Hunting Party ;tt0455782;2007;101;6,9;22010;Richard Shepard;James Brolin;Zan Marolt;Ljubomir Kerekes;USA;English;R;Adventure;Comedy;Drama;25000000,0;876671,0;0;2000;-24123329,0;-96,5;Moyen (6-7)
The Hudsucker Proxy ;tt0110074;1994;111;7,3;65474;Joel Coen;Jennifer Jason Leigh;Bill Cobbs;John Mahoney;UK;English;PG;Comedy;Fantasy;;30000000,0;2869369,0;0;1990;-27130631,0;-90,4;Bon (7-8)
The Warlords ;tt0913968;2007;113;7,1;22897;Peter Ho-Sun Chan;Jet Li;Takeshi Kaneshiro;Andy Lau;Hong Kong;Mandarin;R;Action;Drama;History;40000000,0;128978,0;0;2000;-39871022,0;-99,7;Bon (7-8)
Nomad: The Warrior ;tt0374089;2005;112;6,0;3322;Sergey Bodrov;Jay Hernandez;Kuno Becker;Jason Scott Lee;France;Kazakh;R;Drama;History;War;25000000,0;77231,0;265;2000;-24922769,0;-99,7;Moyen (6-7)
Snowpiercer ;tt1706620;2013;126;7,0;181472;Joon-ho Bong;Chris Evans;Ewen Bremner;Kang-ho Song;South Korea;English;R;Action;Drama;Sci-Fi;39200000,0;4563029,0;58000;2010;-34636971,0;-88,4;Bon (7-8)
A Monster in Paris ;tt0961097;2011;90;6,8;15790;Bibo Bergeron;Adam Goldberg;Bob Balaban;François Cluzet;France;French;PG;Adventure;Animation;Comedy;25000000,0;;0;2010;;;Moyen (6-7)
The Last Shot ;tt0357054;2004;93;5,7;3789;Jeff Nathanson;Matthew Broderick;Glenn Morshower;Tim Blake Nelson;USA;English;R;Comedy;;;;463730,0;89;2000;;;Faible (<6)
The Crow ;tt0109506;1994;98;7,6;136580;Alex Proyas;Michael Wincott;Bai Ling;David Patrick Kelly;USA;English;R;Action;Drama;Fantasy;23000000,0;50693162,0;15000;1990;27693162,0;120,4;Bon (7-8)
Baahubali: The Beginning ;tt2631186;2015;159;8,4;62756;S.S. Rajamouli;Tamannaah Bhatia;Anushka Shetty;Prabhas;India;Telugu;;Action;Adventure;Drama;18026148,0;6498000,0;21000;2010;-11528148,0;-64,0;Excellent (8+)
The Time Traveler's Wife ;tt0452694;2009;107;7,1;114925;Robert Schwentke;Arliss Howard;Brooklynn Proulx;Michelle Nolden;USA;English;PG-13;Drama;Fantasy;Romance;39000000,0;63411478,0;13000;2000;24411478,0;62,6;Bon (7-8)
Because I Said So ;tt0490084;2007;102;5,6;32412;Michael Lehmann;Colin Ferguson;Stephen Collins;Tom Everett Scott;USA;English;PG-13;Comedy;Romance;;;42640890,0;0;2000;;;Faible (<6)
Frankenweenie ;tt1142977;2012;87;7,0;73886;Tim Burton;Martin Landau;Catherine O'Hara;Atticus Shaffer;USA;English;PG;Animation;Comedy;Family;39000000,0;35287788,0;25000;2010;-3712212,0;-9,5;Bon (7-8)
Serenity ;tt0379786;2005;119;8,0;242599;Joss Whedon;Adam Baldwin;Sean Maher;Michael Hitchcock;USA;English;PG-13;Action;Adventure;Sci-Fi;40000000,0;25335935,0;14000;2000;-14664065,0;-36,7;Excellent (8+)
Against the Ropes ;tt0312329;2004;110;5,3;5917;Charles S. Dutton;Omar Epps;Charles S. Dutton;Tim Daly;USA;English;PG-13;Biography;Drama;Romance;39000000,0;5881504,0;177;2000;-33118496,0;-84,9;Faible (<6)
Superman III ;tt0086393;1983;125;4,9;49934;Richard Lester;Margot Kidder;Robert Vaughn;Jackie Cooper;UK;English;PG;Action;Comedy;Sci-Fi;39000000,0;60000000,0;0;1980;21000000,0;53,8;Faible (<6)
Grudge Match ;tt1661382;2013;113;6,4;46480;Peter Segal;Robert De Niro;Sylvester Stallone;Oscar Gale;USA;English;PG-13;Comedy;Sport;;40000000,0;29802761,0;12000;2010;-10197239,0;-25,5;Moyen (6-7)
Red Cliff ;tt0425637;2008;150;7,4;36894;John Woo;Takeshi Kaneshiro;Tony Chiu Wai Leung;Wei Zhao;China;Mandarin;R;Action;Adventure;Drama;553632000,0;626809,0;0;2000;-553005191,0;-99,9;Bon (7-8)
Sweet Home Alabama ;tt0256415;2002;108;6,1;83786;Andy Tennant;Ethan Embry;Mary Lynn Rajskub;Courtney Gains;USA;English;PG-13;Comedy;Romance;;38000000,0;127214072,0;0;2000;89214072,0;234,8;Moyen (6-7)
The Ugly Truth ;tt1142988;2009;96;6,5;163665;Robert Luketic;Gerard Butler;John Michael Higgins;Eric Winter;USA;English;R;Comedy;Romance;;38000000,0;88915214,0;9000;2000;50915214,0;134,0;Moyen (6-7)
Sgt. Bilko ;tt0117608;1996;93;5,7;17810;Jonathan Lynn;Austin Pendleton;Phil Hartman;Max Casella;USA;English;PG;Comedy;;;39000000,0;30400000,0;478;1990;-8600000,0;-22,1;Faible (<6)
Spy Kids 2: Island of Lost Dreams ;tt0287717;2002;100;5,1;44885;Robert Rodriguez;Steve Buscemi;Alexa PenaVega;Emily Osment;USA;English;PG;Action;Adventure;Comedy;38000000,0;85570368,0;478;2000;47570368,0;125,2;Faible (<6)
Star Trek: Generations ;tt0111280;1994;118;6,6;60504;David Carson;LeVar Burton;Alan Ruck;Jonathan Frakes;USA;English;PG;Action;Adventure;Mystery;35000000,0;75668868,0;0;1990;40668868,0;116,2;Moyen (6-7)
The Grandmaster ;tt1462900;2013;122;6,5;24557;Kar-Wai Wong;Tony Chiu Wai Leung;Hye-kyo Song;Elvis Tsui;Hong Kong;Mandarin;PG-13;Action;Biography;Drama;38600000,0;6594136,0;13000;2010;-32005864,0;-82,9;Moyen (6-7)
Water for Elephants ;tt1067583;2011;120;6,9;95367;Francis Lawrence;Robert Pattinson;Christoph Waltz;James Frain;USA;English;PG-13;Drama;Romance;;38000000,0;58700247,0;33000;2010;20700247,0;54,5;Moyen (6-7)
Dragon Nest: Warriors' Dawn ;tt2911342;2014;88;6,4;2169;Yuefeng Song;Blythe Auffarth;Bianca Collins;Jiao Xu;China;English;;Adventure;Animation;Family;40000000,0;;0;2010;;;Moyen (6-7)
The Hurricane ;tt0174856;1999;146;7,6;76016;Norman Jewison;Denzel Washington;Vincent Pastore;Deborah Kara Unger;USA;English;R;Biography;Drama;Sport;38000000,0;50668906,0;0;1990;12668906,0;33,3;Bon (7-8)
Enough ;tt0278435;2002;115;5,6;30667;Michael Apted;Bill Cobbs;Jeff Kober;Billy Campbell;USA;English;PG-13;Crime;Drama;Thriller;38000000,0;39177215,0;0;2000;1177215,0;3,1;Faible (<6)
Heartbreakers ;tt0125022;2001;123;6,2;44168;David Mirkin;Sarah Silverman;Anne Bancroft;Jeffrey Jones;USA;English;PG-13;Comedy;Crime;Romance;35000000,0;40334024,0;989;2000;5334024,0;15,2;Moyen (6-7)
Paul Blart: Mall Cop 2 ;tt3450650;2015;94;4,4;23473;Andy Fickman;D.B. Woodside;Daniella Alonso;Eduardo Verástegui;USA;English;PG;Action;Comedy;Crime;30000000,0;71038190,0;8000;2010;41038190,0;136,8;Faible (<6)
Angel Eyes ;tt0225071;2001;102;5,6;19686;Luis Mandoki;Sonia Braga;Shirley Knight;Kari Matchett;USA;English;R;Drama;Romance;;38000000,0;24044532,0;689;2000;-13955468,0;-36,7;Faible (<6)
Joe Somebody ;tt0279889;2001;98;5,5;8433;John Pasquin;Jim Belushi;Ken Marino;Kelly Lynch;USA;English;PG;Comedy;Drama;;38000000,0;22770864,0;168;2000;-15229136,0;-40,1;Faible (<6)
The Ninth Gate ;tt0142688;1999;133;6,7;137722;Roman Polanski;Johnny Depp;Frank Langella;Lena Olin;Spain;English;R;Mystery;Thriller;;38000000,0;18653746,0;0;1990;-19346254,0;-50,9;Moyen (6-7)
Extreme Measures ;tt0116259;1996;118;6,1;14066;Michael Apted;J.K. Simmons;Paul Guilfoyle;Bill Nunn;USA;English;R;Crime;Drama;Mystery;38000000,0;17305211,0;352;1990;-20694789,0;-54,5;Moyen (6-7)
Rock Star ;tt0202470;2001;105;6,2;34592;Stephen Herek;Beth Grant;Dagmara Dominczyk;Matthew Glave;USA;English;R;Drama;Music;;57000000,0;16991902,0;0;2000;-40008098,0;-70,2;Moyen (6-7)
Precious ;tt0929632;2009;109;7,3;86955;Lee Daniels;Mo'Nique;Gabourey Sidibe;Mariah Carey;USA;English;R;Drama;;;10000000,0;47536959,0;12000;2000;37536959,0;375,4;Bon (7-8)
White Squall ;tt0118158;1996;129;6,6;17859;Ridley Scott;Jeff Bridges;Jason Marsden;Ethan Embry;USA;English;PG-13;Adventure;Drama;;38000000,0;10300000,0;911;1990;-27700000,0;-72,9;Moyen (6-7)
The Thing ;tt0084787;1982;109;8,2;258078;John Carpenter;Wilford Brimley;Richard Masur;David Clennon;USA;English;R;Horror;Mystery;Sci-Fi;15000000,0;13782838,0;23000;1980;-1217162,0;-8,1;Excellent (8+)
Riddick ;tt1411250;2013;127;6,4;125305;David Twohy;Vin Diesel;Nolan Gerard Funk;Bokeem Woodbine;USA;English;R;Action;Sci-Fi;Thriller;38000000,0;41997790,0;39000;2010;3997790,0;10,5;Moyen (6-7)
Switchback ;tt0119210;1997;118;6,4;9740;Jeb Stuart;Gregory Scott Cummins;Claudia Stedelin;Ted Markland;USA;English;R;Crime;Mystery;Thriller;37000000,0;6482195,0;389;1990;-30517805,0;-82,5;Moyen (6-7)
Texas Rangers ;tt0193560;2001;110;5,2;4757;Steve Miner;Tom Skerritt;Usher Raymond;Leonor Varela;USA;English;PG-13;Action;Adventure;Drama;38000000,0;623374,0;474;2000;-37376626,0;-98,4;Faible (<6)
City of Ember ;tt0970411;2008;90;6,5;52908;Gil Kenan;Bill Murray;Toby Jones;Harry Treadaway;USA;English;PG;Adventure;Family;Fantasy;55000000,0;7871693,0;0;2000;-47128307,0;-85,7;Moyen (6-7)
The Master ;tt1560747;2012;144;7,1;105144;Paul Thomas Anderson;Mike Howard;Jeffrey W. Jenkins;Bruce Goodchild;USA;English;R;Drama;;;32000000,0;16377274,0;27000;2010;-15622726,0;-48,8;Bon (7-8)
Virgin Territory ;tt0437954;2007;97;4,8;6691;David Leland;Hayden Christensen;Ryan Cartwright;David Walliams;Italy;English;R;Adventure;Comedy;History;38000000,0;;366;2000;;;Faible (<6)
The Express ;tt0469903;2008;130;7,3;16673;Gary Fleder;Dennis Quaid;Nicole Beharie;Charles S. Dutton;USA;English;PG;Biography;Drama;Sport;40000000,0;9589875,0;0;2000;-30410125,0;-76,0;Bon (7-8)
The 5th Wave ;tt2304933;2016;112;5,2;55617;J Blakeson;Chloë Grace Moretz;Maggie Siff;Nick Robinson;USA;English;PG-13;Action;Adventure;Sci-Fi;38000000,0;34912982,0;14000;2010;-3087018,0;-8,1;Faible (<6)
Creed ;tt3076658;2015;133;7,7;146708;Ryan Coogler;Sylvester Stallone;Phylicia Rashad;Graham McTavish;USA;English;PG-13;Drama;Sport;;35000000,0;109712885,0;70000;2010;74712885,0;213,5;Bon (7-8)
The Town ;tt0840361;2010;150;7,6;280228;Ben Affleck;Jeremy Renner;Jon Hamm;Owen Burke;USA;English;R;Crime;Drama;Thriller;37000000,0;92173235,0;29000;2010;55173235,0;149,1;Bon (7-8)
What to Expect When You're Expecting ;tt1586265;2012;110;5,7;57266;Kirk Jones;Anna Kendrick;Dennis Quaid;Thomas Lennon;USA;English;PG-13;Comedy;Drama;Romance;40000000,0;41102171,0;14000;2010;1102171,0;2,8;Faible (<6)
Burn After Reading ;tt0887883;2008;96;7,0;248468;Ethan Coen;J.K. Simmons;Brad Pitt;Kevin Sussman;USA;English;R;Comedy;Drama;;37000000,0;60338891,0;0;2000;23338891,0;63,1;Bon (7-8)
Nim's Island ;tt0410377;2008;96;6,0;28109;Jennifer Flackett;Gerard Butler;Anthony Simcoe;Christopher James Baker;USA;English;PG;Adventure;Comedy;Family;37000000,0;48006503,0;0;2000;11006503,0;29,7;Moyen (6-7)
Rush ;tt1979320;2013;123;8,1;312629;Ron Howard;Chris Hemsworth;Olivia Wilde;Alexandra Maria Lara;UK;English;R;Action;Biography;Drama;38000000,0;26903709,0;83000;2010;-11096291,0;-29,2;Excellent (8+)
Magnolia ;tt0175880;1999;188;8,0;241030;Paul Thomas Anderson;Patton Oswalt;Neil Flynn;Jim Meskimen;USA;English;R;Drama;;;37000000,0;22450975,0;13000;1990;-14549025,0;-39,3;Excellent (8+)
Cop Out ;tt1385867;2010;107;5,6;75347;Kevin Smith;Bruce Willis;Tracy Morgan;Kevin Pollak;USA;English;R;Action;Comedy;Crime;37000000,0;44867349,0;0;2010;7867349,0;21,3;Faible (<6)
How to Be Single ;tt1292566;2016;110;6,1;39440;Christian Ditter;Alison Brie;Damon Wayans Jr.;Nicholas Braun;USA;English;R;Comedy;Romance;;38000000,0;46813366,0;15000;2010;8813366,0;23,2;Moyen (6-7)
Dolphin Tale ;tt1564349;2011;113;6,9;17948;Charles Martin Smith;Morgan Freeman;Michael Roark;Harry Connick Jr.;USA;English;PG;Drama;Family;;37000000,0;72279690,0;0;2010;35279690,0;95,4;Moyen (6-7)
Twilight ;tt1099212;2008;122;5,2;348007;Catherine Hardwicke;Kristen Stewart;Taylor Lautner;Anna Kendrick;USA;English;PG-13;Drama;Fantasy;Romance;37000000,0;191449475,0;19000;2000;154449475,0;417,4;Faible (<6)
John Q ;tt0251160;2002;116;7,0;98899;Nick Cassavetes;Denzel Washington;Laura Harring;Anne Heche;USA;English;PG-13;Crime;Drama;Thriller;36000000,0;71026631,0;0;2000;35026631,0;97,3;Bon (7-8)
Blue Streak ;tt0181316;1999;93;6,3;60572;Les Mayfield;Peter Greene;Dave Chappelle;Tamala Jones;USA;English;PG-13;Action;Comedy;Crime;65000000,0;68208190,0;0;1990;3208190,0;4,9;Moyen (6-7)
We're the Millers ;tt1723121;2013;118;7,0;316671;Rawson Marshall Thurber;Laura-Leigh;Molly C. Quinn;Thomas Lennon;USA;English;R;Comedy;Crime;;37000000,0;150368971,0;35000;2010;113368971,0;306,4;Bon (7-8)
Obitaemyy ostrov ;tt0972558;2009;115;5,3;4387;Fedor Bondarchuk;Yuliya Snigir;Fedor Bondarchuk;Aleksey Serebryakov;Russia;Russian;;Action;Adventure;Sci-Fi;29500000,0;;240;2000;;;Faible (<6)
Breakdown ;tt0118771;1997;93;6,9;38399;Jonathan Mostow;Kathleen Quinlan;M.C. Gainey;J.T. Walsh;USA;English;R;Action;Crime;Drama;36000000,0;50129186,0;0;1990;14129186,0;39,2;Moyen (6-7)
Never Say Never Again ;tt0086006;1983;121;6,2;48636;Irvin Kershner;Bernie Casey;Klaus Maria Brandauer;Barbara Carrera;UK;English;PG;Action;Adventure;Thriller;36000000,0;55500000,0;0;1980;19500000,0;54,2;Moyen (6-7)
Hot Tub Time Machine ;tt1231587;2010;101;6,4;139184;Steve Pink;Charlie McDermott;Collette Wolfe;Crystal Lowe;USA;English;R;Comedy;Sci-Fi;;36000000,0;50213619,0;12000;2010;14213619,0;39,5;Moyen (6-7)
Dolphin Tale 2 ;tt2978462;2014;107;6,4;6069;Charles Martin Smith;Morgan Freeman;Taylor Blackwell;Harry Connick Jr.;USA;English;PG;Drama;Family;;36000000,0;42019483,0;0;2010;6019483,0;16,7;Moyen (6-7)
Reindeer Games ;tt0184858;2000;124;5,7;31113;John Frankenheimer;Charlize Theron;James Frain;Clarence Williams III;USA;English;R;Action;Adventure;Crime;34000000,0;23360779,0;852;2000;-10639221,0;-31,3;Faible (<6)
A Man Apart ;tt0266465;2003;109;6,1;38348;F. Gary Gray;Vin Diesel;Jeff Kober;Larenz Tate;USA;English;R;Action;Crime;Drama;36000000,0;26183197,0;0;2000;-9816803,0;-27,3;Moyen (6-7)
Aloha ;tt1243974;2015;105;5,4;39778;Cameron Crowe;Emma Stone;Bradley Cooper;Bill Murray;USA;English;PG-13;Comedy;Drama;Romance;37000000,0;20991497,0;11000;2010;-16008503,0;-43,3;Faible (<6)
Ghosts of Mississippi ;tt0116410;1996;130;6,7;8531;Rob Reiner;Alexa PenaVega;Virginia Madsen;Craig T. Nelson;USA;English;PG-13;Drama;History;;36000000,0;13052741,0;591;1990;-22947259,0;-63,7;Moyen (6-7)
Snow Falling on Cedars ;tt0120834;1999;127;6,8;12375;Scott Hicks;Rick Yune;Reeve Carney;Daniel von Bargen;USA;English;PG-13;Drama;Mystery;Romance;36000000,0;14378353,0;846;1990;-21621647,0;-60,1;Moyen (6-7)
The Rite ;tt1161864;2011;114;6,0;75864;Mikael Håfström;Anthony Hopkins;Colin O'Donoghue;Toby Jones;USA;English;PG-13;Drama;Horror;Mystery;37000000,0;33037754,0;23000;2010;-3962246,0;-10,7;Moyen (6-7)
Gattaca ;tt0119177;1997;106;7,8;220591;Andrew Niccol;Blair Underwood;Xander Berkeley;Mason Gamble;USA;English;PG-13;Drama;Sci-Fi;Thriller;36000000,0;12339633,0;17000;1990;-23660367,0;-65,7;Bon (7-8)
Isn't She Great ;tt0141399;2000;95;5,3;1977;Andrew Bergman;Stockard Channing;Nathan Lane;John Larroquette;USA;English;R;Biography;Comedy;Romance;36000000,0;2954405,0;133;2000;-33045595,0;-91,8;Faible (<6)
Space Chimps ;tt0482603;2008;81;4,5;8860;Kirk De Micco;Cheryl Hines;Kenan Thompson;Omid Abtahi;USA;English;G;Adventure;Animation;Comedy;37000000,0;30105968,0;279;2000;-6894032,0;-18,6;Faible (<6)
Head of State ;tt0325537;2003;95;5,4;15046;Chris Rock;Bernie Mac;Dylan Baker;Tracy Morgan;USA;English;PG-13;Comedy;;;35200000,0;37788228,0;638;2000;2588228,0;7,4;Faible (<6)
The Hangover ;tt1119646;2009;108;7,8;583341;Todd Phillips;Bradley Cooper;Rob Riggle;Mike Epps;USA;English;R;Comedy;;;35000000,0;277313371,0;24000;2000;242313371,0;692,3;Bon (7-8)
Ip Man 3 ;tt2888046;2015;105;7,2;21912;Wilson Yip;Mike Tyson;Lynn Hung;Kwok-Kwan Chan;Hong Kong;Cantonese;PG-13;Action;Biography;Drama;36000000,0;2126511,0;12000;2010;-33873489,0;-94,1;Bon (7-8)
Austin Powers: The Spy Who Shagged Me ;tt0145660;1999;95;6,6;181225;Jay Roach;Muse Watson;Verne Troyer;Robert Wagner;USA;English;PG-13;Action;Adventure;Comedy;33000000,0;205399422,0;0;1990;172399422,0;522,4;Moyen (6-7)
Batman ;tt0096895;1989;126;7,6;269033;Tim Burton;Michael Gough;Jack Palance;William Hootkins;USA;English;PG-13;Action;Adventure;;35000000,0;251188924,0;12000;1980;216188924,0;617,7;Bon (7-8)
There Be Dragons ;tt1316616;2011;102;5,9;3865;Roland Joffé;Jordi Mollà;Dougray Scott;Lily Cole;Spain;English;PG-13;Biography;Drama;War;36000000,0;1068392,0;2000;2010;-34931608,0;-97,0;Faible (<6)
Lethal Weapon 3 ;tt0104714;1992;121;6,7;128010;Richard Donner;Rene Russo;Nick Chinlund;Stuart Wilson;USA;English;R;Action;Crime;Thriller;35000000,0;144731527,0;0;1990;109731527,0;313,5;Moyen (6-7)
The Blind Side ;tt0878804;2009;129;7,7;223127;John Lee Hancock;Catherine Dyer;Quinton Aaron;Kim Dickens;USA;English;PG-13;Biography;Drama;Sport;29000000,0;255950375,0;38000;2000;226950375,0;782,6;Bon (7-8)
Spy Kids ;tt0227538;2001;88;5,4;84325;Robert Rodriguez;Alexa PenaVega;Cheech Marin;Daryl Sabara;USA;English;PG;Action;Adventure;Comedy;35000000,0;112692062,0;0;2000;77692062,0;222,0;Faible (<6)
Horrible Bosses ;tt1499658;2011;106;6,9;353442;Seth Gordon;Kevin Spacey;Lindsay Sloane;Reginald Ballard;USA;English;R;Comedy;Crime;;35000000,0;117528646,0;31000;2010;82528646,0;235,8;Moyen (6-7)
True Grit ;tt1403865;2010;110;7,7;240962;Ethan Coen;Matt Damon;Jeff Bridges;Bruce Green;USA;English;PG-13;Adventure;Drama;Western;38000000,0;171031347,0;36000;2010;133031347,0;350,1;Bon (7-8)
The Devil Wears Prada ;tt0458352;2006;109;6,8;286178;David Frankel;Meryl Streep;Anne Hathaway;Rebecca Mader;USA;English;PG-13;Comedy;Drama;Romance;35000000,0;124732962,0;0;2000;89732962,0;256,4;Moyen (6-7)
Star Trek: The Motion Picture ;tt0079945;1979;143;6,4;63330;Robert Wise;Leonard Nimoy;Nichelle Nichols;Walter Koenig;USA;English;PG;Adventure;Mystery;Sci-Fi;35000000,0;82300000,0;0;1970;47300000,0;135,1;Moyen (6-7)
Identity Thief ;tt2024432;2013;120;5,7;97664;Seth Gordon;Jon Favreau;Eric Stonestreet;T.I.;USA;English;R;Comedy;Crime;;35000000,0;134455175,0;17000;2010;99455175,0;284,2;Faible (<6)
Cape Fear ;tt0101540;1991;128;7,3;127503;Martin Scorsese;Robert De Niro;Robert Mitchum;Joe Don Baker;USA;English;R;Crime;Thriller;;35000000,0;79100000,0;0;1990;44100000,0;126,0;Bon (7-8)
21 ;tt0478087;2008;123;6,8;191470;Robert Luketic;Kevin Spacey;Jim Sturgess;Josh Gad;USA;English;PG-13;Crime;Drama;Thriller;35000000,0;81159365,0;0;2000;46159365,0;131,9;Moyen (6-7)
Trainwreck ;tt3152624;2015;129;6,3;94241;Judd Apatow;Amy Schumer;Randall Park;Josh Segarra;Japan;English;R;Comedy;Romance;;35000000,0;110008260,0;25000;2010;75008260,0;214,3;Moyen (6-7)
Guess Who ;tt0372237;2005;105;5,9;33887;Kevin Rodney Sullivan;Bernie Mac;Nicole Sullivan;Sherri Shepherd;USA;English;PG-13;Comedy;Romance;;35000000,0;67962333,0;919;2000;32962333,0;94,2;Faible (<6)
The English Patient ;tt0116209;1996;162;7,4;142067;Anthony Minghella;Colin Firth;Kristin Scott Thomas;Jürgen Prochnow;USA;English;R;Drama;Romance;War;27000000,0;78651430,0;0;1990;51651430,0;191,3;Bon (7-8)
L.A. Confidential ;tt0119488;1997;138;8,3;414219;Curtis Hanson;Kevin Spacey;Matt McCoy;Paul Guilfoyle;USA;English;R;Crime;Drama;Mystery;35000000,0;64604977,0;11000;1990;29604977,0;84,6;Excellent (8+)
Sky High ;tt0405325;2005;100;6,2;61321;Mike Mitchell;Michael Angarano;Kelly Preston;Nicholas Braun;USA;English;PG;Adventure;Comedy;Family;35000000,0;63939454,0;0;2000;28939454,0;82,7;Moyen (6-7)
In & Out ;tt0119360;1997;90;6,3;32416;Frank Oz;Tom Selleck;Wilford Brimley;Lauren Ambrose;USA;English;PG-13;Comedy;;;35000000,0;63826569,0;0;1990;28826569,0;82,4;Moyen (6-7)
Species ;tt0114508;1995;108;5,8;61018;Roger Donaldson;Natasha Henstridge;Marg Helgenberger;Jordan Lund;USA;English;R;Action;Horror;Sci-Fi;35000000,0;60054449,0;0;1990;25054449,0;71,6;Faible (<6)
A Nightmare on Elm Street ;tt0087800;1984;101;7,5;149285;Wes Craven;Johnny Depp;Lin Shaye;Amanda Wyss;USA;English;X;Horror;;;1800000,0;26505000,0;10000;1980;24705000,0;1372,5;Bon (7-8)
The Cell ;tt0209958;2000;109;6,3;79877;Tarsem Singh;Dylan Baker;Jake Weber;James Gammon;USA;English;R;Horror;Sci-Fi;Thriller;33000000,0;61280963,0;0;2000;28280963,0;85,7;Moyen (6-7)
The Man in the Iron Mask ;tt0120744;1998;132;6,4;125219;Randall Wallace;Leonardo DiCaprio;Anne Parillaud;Judith Godrèche;USA;English;PG-13;Action;Adventure;;35000000,0;56876365,0;0;1990;21876365,0;62,5;Moyen (6-7)
Secretariat ;tt1028576;2010;123;7,2;20827;Randall Wallace;Scott Glenn;Kevin Connolly;Dylan Walsh;USA;English;PG;Biography;Drama;Family;35000000,0;59699513,0;0;2010;24699513,0;70,6;Bon (7-8)
TMNT ;tt0453556;2007;87;6,3;53786;Kevin Munroe;Chris Evans;Sarah Michelle Gellar;Mako;Hong Kong;English;PG;Action;Adventure;Animation;34000000,0;54132596,0;0;2000;20132596,0;59,2;Moyen (6-7)
Radio ;tt0316465;2003;109;6,9;32370;Michael Tollin;Alfre Woodard;Riley Smith;Debra Winger;USA;English;PG;Biography;Drama;Sport;35000000,0;52277485,0;0;2000;17277485,0;49,4;Moyen (6-7)
Friends with Benefits ;tt1632708;2011;109;6,6;270228;Will Gluck;Mila Kunis;Justin Timberlake;Masi Oka;USA;English;R;Comedy;Romance;;35000000,0;55802754,0;41000;2010;20802754,0;59,4;Moyen (6-7)
Neighbors 2: Sorority Rising ;tt4438848;2016;92;6,0;28041;Nicholas Stoller;Chloë Grace Moretz;Ike Barinholtz;Kiersey Clemons;USA;English;R;Comedy;;;35000000,0;55291815,0;0;2010;20291815,0;58,0;Moyen (6-7)
Saving Mr. Banks ;tt2140373;2013;125;7,5;117719;John Lee Hancock;Tom Hanks;Ruth Wilson;B.J. Novak;USA;English;PG-13;Biography;Comedy;Drama;35000000,0;83299761,0;39000;2010;48299761,0;138,0;Bon (7-8)
Malcolm X ;tt0104797;1992;202;7,7;63923;Spike Lee;Denzel Washington;Delroy Lindo;Al Freeman Jr.;USA;English;PG-13;Biography;Drama;History;33000000,0;48169908,0;0;1990;15169908,0;46,0;Bon (7-8)
This Is 40 ;tt1758830;2012;134;6,2;104005;Judd Apatow;Charlyne Yi;Maude Apatow;Mackenzie Aladjem;USA;English;R;Comedy;;;35000000,0;67523385,0;18000;2010;32523385,0;92,9;Moyen (6-7)
Old Dogs ;tt0976238;2009;88;5,4;31191;Walt Becker;Robin Williams;Bernie Mac;Ann-Margret;USA;English;PG;Comedy;Family;;35000000,0;49474048,0;0;2000;14474048,0;41,4;Faible (<6)
Underworld: Rise of the Lycans ;tt0834001;2009;92;6,6;119974;Patrick Tatopoulos;Craig Parker;Kevin Grevioux;Steven Mackintosh;USA;English;R;Action;Adventure;Fantasy;35000000,0;45802315,0;0;2000;10802315,0;30,9;Moyen (6-7)
License to Wed ;tt0762114;2007;91;5,3;32157;Ken Kwapis;Robin Williams;Christine Taylor;Mindy Kaling;USA;English;PG-13;Comedy;Romance;;35000000,0;43792641,0;913;2000;8792641,0;25,1;Faible (<6)
The Benchwarmers ;tt0437863;2006;75;5,6;40651;Dennis Dugan;Jon Lovitz;Jon Heder;Tim Meadows;USA;English;PG-13;Comedy;Romance;Sport;33000000,0;57651794,0;0;2000;24651794,0;74,7;Faible (<6)
Must Love Dogs ;tt0417001;2005;98;5,9;25883;Gary David Goldberg;Stockard Channing;Victor Webster;Elizabeth Perkins;USA;English;PG-13;Comedy;Romance;;30000000,0;43894863,0;0;2000;13894863,0;46,3;Faible (<6)
Donnie Brasco ;tt0119008;1997;147;7,8;225122;Mike Newell;Johnny Depp;Al Pacino;Anne Heche;USA;English;R;Biography;Crime;Drama;35000000,0;41954997,0;0;1990;6954997,0;19,9;Bon (7-8)
Resident Evil ;tt0120804;2002;100;6,7;198701;Paul W.S. Anderson;Milla Jovovich;Jaymes Butler;Colin Salmon;UK;English;R;Action;Horror;Sci-Fi;33000000,0;39532308,0;0;2000;6532308,0;19,8;Moyen (6-7)
Poltergeist ;tt0084516;1982;120;7,4;105446;Tobe Hooper;Heather O'Rourke;Zelda Rubinstein;Craig T. Nelson;USA;English;PG;Fantasy;Horror;;10700000,0;76600000,0;11000;1980;65900000,0;615,9;Bon (7-8)
The Ladykillers ;tt0335245;2004;104;6,2;84131;Ethan Coen;J.K. Simmons;Tom Hanks;Stephen Root;USA;English;R;Comedy;Crime;Thriller;35000000,0;39692139,0;0;2000;4692139,0;13,4;Moyen (6-7)
